SampleID	Bd_load	Bd_load_sd	Bd_load2	Bd_load_sd2	PABD	species	indiv	prepost	Bd_exposure	indivID	time	orig_contam	observed_otus	chao1	shannon	faith_pd	dist_braycurtis	dist_unweighted_unifrac	dist_weighted_unifrac	disper_braycurtis	disper_unweighted_unifrac	disper_weighted_unifrac	inhibRich	percInhib	NMDS1_braycurtis	NMDS1_unweighted_unifrac	NMDS1_weighted_unifrac	NMDS2_braycurtis	NMDS2_unweighted_unifrac	NMDS2_weighted_unifrac	NMDS_stress_braycurtis	NMDS_stress_unweighted_unifrac	NMDS_stress_weighted_unifrac	mass_g
1788.mck527Post.6Raca.4	0	0	0	0	0	Raca	4	Post	Bd-exposed	Raca_4	11	0	169	198.526315789474	4.9656138164535	24.56964310283	0.5172	0.524327083835655	0.242053877532266	0.325986484229026	0.413453421187576	0.16756532631489	12	0.2259	-0.0419528729532746	-0.589055317029369	0.198894516425489	-0.35857031453737	0.224981199378102	0.331601755753253	28.2435767413032	22.4601025692088	18.6125584250713	96
1788.mck173Pre.4Rapi.3	0	0	0	0	0	Rapi	3	Pre	Bd-exposed	Rapi_3	4	0	93	101.25	3.76577508525823	15.54231997771	0.67	0.60161958274413	0.365829463110244	0.350574228590844	0.413639934026991	0.166374421337441	7	0.2836	-0.0889747290005979	0.278399610002615	-0.161074513120285	0.262527532981552	0.395500091541041	-0.0070032857341683	28.2435767413032	22.4601025692088	18.6125584250713	25
1788.mck524Post.6Raca.1	0	0	0	0	0	Raca	1	Post	Bd-exposed	Raca_1	11	0	38	38	2.76030134945297	7.69060344679	0.813	0.664794938363727	0.287871697668521	0.613006897106386	0.548752484525429	0.396297526262556	9	0.6408	-0.0400695317449467	0.894251267708576	0.225350755198085	0.44278296739997	-0.544274582496964	-0.0210418459911656	28.2435767413032	22.4601025692088	18.6125584250713	85
1788.mck725Post.9Bubo.5	1.25112764406131	1.7693616824914	1.5	0.866025403784439	1	Anbo	5	Post	Bd-exposed	Anbo_5	14	0	71	78.8	1.69890821374183	12.23052833993	0.4647	0.574485459809709	0.234655199391231	0.626927693765298	0.396249787616089	0.343341518661216	8	0.8238	-0.530102391010746	0.116247938611099	0.308751787413312	0.138475164553253	-0.247868732342094	-0.0190336542054728	28.2435767413032	22.4601025692088	18.6125584250713	16
1788.mck310Post.2Raca.2	0	0	0	0	0	Raca	2	Post	Bd-exposed	Raca_2	7	0	106	114.75	3.87862514223303	15.96666081116	0.7204	0.582004181687809	0.414835471324367	0.542478898022771	0.383051590178641	0.326808379933434	13	0.2622	-0.0436422200523035	-0.00512466347590319	0.111318341723509	-0.176210462929878	0.0847823776718698	0.249610626772028	28.2435767413032	22.4601025692088	18.6125584250713	93
1788.mck752Post.10Bubo.10	0	0	0	0	0	Anbo	10	Post	Control	Anbo_10	15	0	81	87.1111111111111	4.47166012070707	12.79231380406	0.4092	0.295002681406937	0.261497168470022	0.516960941615756	0.352823399148106	0.190404818267083	8	0.3805	0.0772226267692605	0.0868900166372426	-0.0333150744273178	0.12444011814107	-0.0660803923578958	-0.0582770145113242	28.2435767413032	22.4601025692088	18.6125584250713	None
1788.mck35Pre.1Bubo.2	0	0	0	0	0	Anbo	2	Pre	Bd-exposed	Anbo_2	1	0	98	117.090909090909	4.33842892172084	13.87512565246	NA	NA	NA	0.374838818694116	0.375871420596677	0.136094453384208	16	0.5238	0.456377121777015	0.174873809790425	0.00438323807459341	-0.106017531570739	0.136444482468522	-0.0913508350571287	28.2435767413032	22.4601025692088	18.6125584250713	None
1788.mck505Post.5Bubo.2	5.54069243100634	0.206284738821529	5.33333333333333	1.33333333333333	1	Anbo	2	Post	Bd-exposed	Anbo_2	10	0	59	67.25	2.97354463815364	8.93124297836	0.5279	0.396201782935974	0.434212254993165	0.656967448813105	0.358970307423051	0.427771843644659	8	0.5726	-0.316726807243147	0.24866494400904	-0.34397687751279	0.138212826676799	-0.236471549516181	0.0323848935202071	28.2435767413032	22.4601025692088	18.6125584250713	None
1788.mck767Post.10Buma.5	0	0	0	0	0	Rhma	5	Post	Control	Rhma_5	16	0	104	124.647058823529	2.54440814497586	16.17322889553	NA	NA	NA	0.378209102349479	0.318741222346852	0.258582332351385	11	0.6767	-0.507166616282544	-0.520594082953973	0.259040590660112	-0.0461414412378732	-0.228024938211588	0.00458074345787625	28.2435767413032	22.4601025692088	18.6125584250713	102
1788.mck539Post.6Buma.6	0	0	0	0	0	Rhma	6	Post	Bd-exposed	Rhma_6	11	1	128	147	4.90154859996217	17.74030190085	0.455	0.243537494414549	0.202326318077578	0.436902588799838	0.309307632046117	0.193559728107724	12	0.2276	-0.33465295921719	-0.450337668551856	-0.0199690987610031	-0.163034252643758	-0.139390550789413	0.0861799145095187	28.2435767413032	22.4601025692088	18.6125584250713	75
