#SampleID	Bd_load	PABD	species	indiv	prepost	Bd_exposure	indivID	time	orig_contam	future_max_bd_load	observed_otus	chao1	shannon	faith_pd	dist_braycurtis	dist_unweighted_unifrac	dist_weighted_unifrac	disper_braycurtis	disper_unweighted_unifrac	disper_weighted_unifrac	inhibRich	percInhib	NMDS1_braycurtis	NMDS1_unweighted_unifrac	NMDS1_weighted_unifrac	NMDS2_braycurtis	NMDS2_unweighted_unifrac	NMDS2_weighted_unifrac	NMDS_stress_braycurtis	NMDS_stress_unweighted_unifrac	NMDS_stress_weighted_unifrac
#q2:types	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical
1788.mck664Post.8Rapi.8	0	0	Rapi	8	Post	Control	Rapi_8	13	1		90	102	3.079813479	13.26352244	0.4252	0.500560255	0.297343207	1.086424835	0.691371575	0.540379795	11	0.4604	-0.246485348	-0.05089575	0.148682962	0.282232085	-0.297801071	-0.030315344	28.24357674	22.46010257	18.61255843
1788.mck558Post.6Bubo.2	3	1	Anbo	2	Post	Bd-exposed	Anbo_2	11	0	7.666666667	106	108.25	4.686884556	18.0613627	0.5522	0.58393451	0.465545698	2.815799175	1.244435196	1.559229229	10	0.3939	-0.268810148	0.062432799	0.062009362	0.102937669	0.441173278	0.159216993	28.24357674	22.46010257	18.61255843
1788.mck613Post.7Bubo.1	0	0	Anbo	1	Post	Bd-exposed	Anbo_1	12	0	3.333333333	61	70	2.802353575	9.328823836	0.4179	0.497576876	0.325586235	1.725247918	0.74340171	0.969565693	8	0.5264	0.458529081	0.337737062	-0.144373103	0.238350475	-0.271252296	-0.192160523	28.24357674	22.46010257	18.61255843
1788.mck704Post.9Buma.7	0	0	Rhma	7	Post	Control	Rhma_7	14	1		92	111.25	3.34035858	14.58400615	0.414	0.34771134	0.337132779	1.085374382	0.67975371	0.71705901	5	0.2723	-0.485908672	-0.405369058	0.092535963	-0.17696867	-0.158858188	0.080413501	28.24357674	22.46010257	18.61255843
1788.mck192Pre.4Bubo.10	0	0	Anbo	10	Pre	Control	Anbo_10	4	0		83	104.375	3.888620665	12.59297621	0.5019	0.439735635	0.304532007	0.886062506	0.796270585	0.79974896	10	0.4441	0.350395251	0.250967134	-0.129692361	-0.026292263	-0.004801885	-0.066007545	28.24357674	22.46010257	18.61255843
1788.mck407Post.3Osse.3	0	0	Osse	3	Post	Bd-exposed	Osse_3	8	0	0	70	85.3	3.002407241	10.62227369	0.691	0.471900639	0.279664653	1.553730258	0.770417073	0.966624119	11	0.1307	-0.003902846	0.440117903	0.148195147	0.483897853	-0.04788491	-0.167201612	28.24357674	22.46010257	18.61255843
1788.mck647Post.8Buma.2	0	0	Rhma	2	Post	Bd-exposed	Rhma_2	13	0	3	124	142.0714286	4.629003628	16.55408219	0.6243	0.359996941	0.401043459	0.990491116	0.695957625	1.236497745	8	0.2263	-0.385518197	-0.517815199	-0.138740204	-0.130206418	-0.26573527	0.044213057	28.24357674	22.46010257	18.61255843
1788.mck23Pre.1Rapi.2	0	0	Rapi	2	Pre	Bd-exposed	Rapi_2	1	1		76	153	4.326793283	11.26844944				1.028342395	0.673539376	1.359045593	11	0.2129	0.072171096	0.24309478	0.067196622	-0.333395088	-0.14218831	0.275719608	28.24357674	22.46010257	18.61255843
1788.mck738Post.9Osse.9	0	0	Osse	9	Post	Control	Osse_9	14	0		129	176.25	5.035306879	20.01708399	0.5634	0.668712817	0.223126897	1.181057562	0.738687195	0.733045768	11	0.1819	0.256981006	-0.579378725	0.264845675	0.489678636	-0.402984434	-0.114518029	28.24357674	22.46010257	18.61255843
1788.mck304Post.1Osse.6	0	0	Osse	6	Post	Bd-exposed	Osse_6	6	0	0	108	142.5	4.251448307	17.18283234	0.4345	0.55045619	0.252647277	1.289032069	0.735098351	0.658762149	19	0.4824	0.456954154	0.076305469	-0.118278535	-0.088842854	0.168925802	-0.121093562	28.24357674	22.46010257	18.61255843
1788.mck257Post.1Raca.2	0	0	Raca	2	Post	Bd-exposed	Raca_2	6	0	0	64	65	2.872683092	9.289465313	0.7573	0.542123821	0.362712248	1.368196435	1.149905326	1.114042268	10	0.7225	0.27378442	0.349864897	0.17701995	-0.286895063	-0.426533961	-0.007440142	28.24357674	22.46010257	18.61255843
1788.mck172Pre.4Rapi.2	0	0	Rapi	2	Pre	Bd-exposed	Rapi_2	4	1		70	100	3.203897582	11.79714347	0.6291	0.610688859	0.48421436	1.121107945	0.856893379	2.209425168	9	0.553	-0.215403161	0.874698373	-0.440161486	0.206095614	-0.054737254	0.006365871	28.24357674	22.46010257	18.61255843
1788.mck492Post.5Rapi.1	0	0	Rapi	1	Post	Bd-exposed	Rapi_1	10	1		68	71.6	3.522004331	11.32892643	0.6157	0.591410623	0.230648629	1.136148591	0.777583173	0.540526151	13	0.4246	-0.097450288	0.123957851	0.155458313	0.211487238	-0.185909238	-0.049041794	28.24357674	22.46010257	18.61255843
1788.mck380Post.3Buma.9	0	0	Rhma	9	Post	Bd-exposed	Rhma_9	8	0	3.333333333	100	122.9565217	2.572323627	16.69604719	0.4934	0.49037473	0.313577018	1.523543535	0.842863558	1.076568884	6	0.2483	-0.395095008	-0.635844624	-0.307786632	-0.013489011	0.057630803	0.054213114	28.24357674	22.46010257	18.61255843
1788.mck188Pre.4Bubo.6	0	0	Anbo	6	Pre	Bd-exposed	Anbo_6	4	0	3.666666667	48	55.5	3.062499956	8.73828985	0.3728	0.521824341	0.126752211	1.208362887	0.77516599	0.974910791	8	0.4527	0.498160443	0.655018279	-0.069631535	0.050805918	-0.215043481	-0.120050374	28.24357674	22.46010257	18.61255843
1788.mck406Post.3Osse.2	0	0	Osse	2	Post	Bd-exposed	Osse_2	8	0	0	124	144	4.595543093	20.12525083	0.8154	0.643715524	0.457479219	0.820273417	0.781135344	0.862862458	13	0.2558	0.194166319	0.23882004	0.226000678	0.356420482	0.658824644	-0.214653861	28.24357674	22.46010257	18.61255843
1788.mck594Post.7Buma.5	0	0	Rhma	5	Post	Control	Rhma_5	12	0		160	200.0714286	4.817983911	19.97347182	0.4493	0.270439462	0.192045128	0.954000797	0.708043228	0.64725441	10	0.171	-0.275541146	-0.454263947	0.058304142	-0.043687129	-0.081107656	0.023893709	28.24357674	22.46010257	18.61255843
1788.mck469Post.4Osse.9	0	0	Osse	9	Post	Control	Osse_9	9	0		109	122.125	4.742647079	15.66602472	0.4277	0.535685673	0.179878332	1.12195452	0.816622695	0.872078536	12	0.2887	0.069930071	-0.058753213	0.070493935	0.37761647	-0.671349798	-0.120417219	28.24357674	22.46010257	18.61255843
1788.mck358Post.2Osse.7	0	0	Osse	7	Post	Control	Osse_7	7	0		192	219.0384615	4.473144939	26.19733927	0.5086	0.614432621	0.281042689	1.181060314	1.334796871	0.66913128	12	0.1611	0.126694234	-0.273740302	0.102030162	0.469393957	0.917092316	-0.044305816	28.24357674	22.46010257	18.61255843
1788.mck409Post.3Osse.5	0	0	Osse	5	Post	Bd-exposed	Osse_5	8	0	2.333333333	79	82.75	4.092128327	11.21634002	0.5776	0.717055406	0.25643296	1.428173294	0.822304216	1.024473056	15	0.2333	0.309408787	0.728395369	-0.165095048	0.258948411	0.162261329	-0.079943996	28.24357674	22.46010257	18.61255843
1788.mck790Post.11Bubo.6	0	0	Anbo	6	Post	Bd-exposed	Anbo_6	16	0	3.666666667	47	56	3.235489837	9.166836319	0.3601	0.50212198	0.162342179	1.32675804	0.859561466	0.523586297	5	0.0267	-0.106222239	0.538252563	0.169461445	0.511150976	-0.413155055	-0.118508802	28.24357674	22.46010257	18.61255843
1788.mck305Post.1Osse.7	0	0	Osse	7	Post	Control	Osse_7	6	0		90	99	4.675560567	14.51215254	0.3442	0.620487697	0.184008599	1.35318163	0.664434091	0.829250847	16	0.3471	0.248502129	0.185254658	-0.049572541	0.191085905	0.047770814	-0.125015197	28.24357674	22.46010257	18.61255843
1788.mck218Pre.5Buma.6	0	0	Rhma	6	Pre	Bd-exposed	Rhma_6	5	1		132	153.0833333	4.640793706	15.32944757	0.3922	0.367119376	0.157537073	1.23158458	0.715913519	0.816509467	15	0.0829	-0.25694339	-0.337924634	-0.266101974	-0.461810204	-0.297584117	0.029464272	28.24357674	22.46010257	18.61255843
1788.mck9Pre.1Raca.9	0	0	Raca	9	Pre	Control	Raca_9	1	0		126	137.1764706	3.64021942	18.61227109				0.769694286	0.703203854	0.705635734	15	0.1355	0.22044693	-0.23455629	0.055193137	-0.347440356	0.209448976	0.054464239	28.24357674	22.46010257	18.61255843
1788.mck231Pre.5Rapi.8	0	0	Rapi	8	Pre	Control	Rapi_8	5	1		59	59.25	3.710664589	9.511869136	0.4404	0.583801715	0.224706416	1.092916483	0.724481016	1.106341173	12	0.4289	-0.161002959	0.39433527	-0.164844616	0.181281918	0.288192291	0.001739583	28.24357674	22.46010257	18.61255843
1788.mck595Post.7Buma.6	0	0	Rhma	6	Post	Bd-exposed	Rhma_6	12	1		148	157.5625	5.20267066	20.50270989	0.4297	0.346213762	0.204657047	0.91000108	0.642690634	0.64936001	10	0.1543	-0.466470617	-0.573120225	-0.108634516	-0.158227322	-0.186074117	0.166443236	28.24357674	22.46010257	18.61255843
1788.mck646Post.8Buma.1	0	0	Rhma	1	Post	Control	Rhma_1	13	0		136	148.3529412	4.910819156	19.84835552	0.5548	0.307635593	0.243860481	1.387363028	0.621024595	0.924096434	12	0.2968	-0.148678821	-0.502945668	-0.081539849	-0.092431562	-0.068704036	0.013048458	28.24357674	22.46010257	18.61255843
1788.mck82Pre.2Bubo.6	0	0	Anbo	6	Pre	Bd-exposed	Anbo_6	2	0	3.666666667	59	85	3.654926604	9.135192403	0.4839	0.378751479	0.208299223	0.829024788	0.64049446	1.282913436	12	0.5122	0.43788944	0.55239136	-0.049575	-0.073202331	-0.240921765	-0.130079964	28.24357674	22.46010257	18.61255843
1788.mck308Post.1Osse.10	0	0	Osse	10	Post	Control	Osse_10	6	0		74	80.42857143	4.357634756	9.913387823	0.9201	0.699079757	0.27275768	1.256527483	0.644241001	0.793204017	15	0.2529	0.371103419	0.594097271	-0.023671229	0.315409029	-0.085004617	-0.104524951	28.24357674	22.46010257	18.61255843
1788.mck323Post.2Buma.5	0	0	Rhma	5	Post	Control	Rhma_5	7	0		137	174.8	4.722033199	17.42268932	0.4462	0.317293609	0.232240325	1.733527312	0.881835245	0.645630294	15	0.4563	-0.119379271	-0.262970104	-0.156112397	-0.046938902	-0.017904786	-0.008791929	28.24357674	22.46010257	18.61255843
1788.mck6Pre.1Raca.6	0	0	Raca	6	Pre	Bd-exposed	Raca_6	1	0	0	112	127.1111111	4.06577892	16.70080387				1.498432482	0.600353068	1.268547346	14	0.1464	0.282121326	-0.122787758	0.073819584	-0.422959615	0.474802171	0.317261225	28.24357674	22.46010257	18.61255843
1788.mck807Post.10Control.Mold	0	0	not		Post	Control	not applicable	16	0		113	140.2727273	3.710204057	14.46250685				0.893557933	0.775539156	0.573972177	17	0.2463	0.409160068	-0.170908451	0.238524067	0.521973099	-0.461096983	-0.224341275	28.24357674	22.46010257	18.61255843
1788.mck470Post.4Osse.10	0	0	Osse	10	Post	Control	Osse_10	9	0		101	114.125	4.620373786	14.75633559	0.2433	0.411075442	0.111434774	1.127022568	0.753525887	0.792726156	13	0.2099	0.088433996	0.133800027	0.066102464	0.460628026	-0.415636933	-0.163472482	28.24357674	22.46010257	18.61255843
1788.mck479Post.5Raca.9	0	0	Raca	9	Post	Control	Raca_9	10	0		92	106.6153846	2.937910594	16.30091576	0.6684	0.548261493	0.432635539	1.641300247	0.952872747	1.368550337	11	0.2496	0.077229845	-0.122475416	0.137202611	-0.475594187	0.352632789	0.451390461	28.24357674	22.46010257	18.61255843
1788.mck54Pre.2Buma.1	0	0	Rhma	1	Pre	Control	Rhma_1	2	0		140	196.1	4.171071051	19.76806816	0.3545	0.334553367	0.195840009	1.07779219	0.552570159	0.52085952	11	0.0664	-0.376360784	-0.602857142	-0.362546182	-0.428828175	-0.04737713	0.047005269	28.24357674	22.46010257	18.61255843
1788.mck325Post.2Buma.7	0	0	Rhma	7	Post	Control	Rhma_7	7	1		113	120.5	3.859979423	14.85305459	0.2898	0.400100244	0.221964937	1.584844804	0.686912239	0.801825362	10	0.1872	-0.321444023	-0.3344058	-0.132531983	-0.343659265	-0.064428124	0.033938356	28.24357674	22.46010257	18.61255843
1788.mck645Post.8Raca.10	0	0	Raca	10	Post	Control	Raca_10	13	0		140	175	3.652094795	21.29965912				0.828006176	0.719789967	0.575999506	16	0.5808	-0.299853465	-0.540785786	0.133055979	0.015364844	0.292774325	0.163947048	28.24357674	22.46010257	18.61255843
1788.mck520Post.5Osse.7	0	0	Osse	7	Post	Control	Osse_7	10	0		198	221.8	5.140679508	27.42940126	0.5042	0.517232557	0.341141018	1.138132864	1.255619002	0.989612882	14	0.1903	0.103095083	-0.713339227	-0.268934221	0.535157256	0.792515476	0.227137492	28.24357674	22.46010257	18.61255843
1788.mck90Pre.1Osse.4	0	0	Osse	4	Pre	Bd-exposed	Osse_4	2	0	1.333333333	52	55.75	3.404514574	8.069674682				1.009757053	0.914355144	0.960338895	10	0.611	0.722253826	0.923963096	0.323795591	-0.14831318	0.998020341	-0.254996475	28.24357674	22.46010257	18.61255843
1788.mck293Post.1Bubo.5	0	0	Anbo	5	Post	Bd-exposed	Anbo_5	6	0	3.666666667	58	62.5	3.229799525	9.610259696	0.4427	0.421391192	0.24082224	0.512159465	0.656615621	0.349848984	12	0.5438	0.340885867	0.47513082	-0.021518717	0.001386714	-0.239282846	-0.166280471	28.24357674	22.46010257	18.61255843
1788.mck130Pre.3Bubo.1	0	0	Anbo	1	Pre	Bd-exposed	Anbo_1	3	0	3.333333333	68	81.2	3.01590054	9.194738458				1.002752261	0.82414236	0.677829461	7	0.7052	0.47744813	0.331742434	0.091039741	-0.142252588	-0.192852331	-0.170623938	28.24357674	22.46010257	18.61255843
1788.mck287Post.1Rapi.11	0	0	Rapi	11	Post	Control	Rapi_11	6	1		118	131.1538462	3.858356648	18.13093998				1.305849253	0.981835153	0.678536903	17	0.4323	-0.187702315	0.058845471	0.106454745	0.113372451	0.571857729	0.092702747	28.24357674	22.46010257	18.61255843
1788.mck309Post.2Raca.1	0	0	Raca	1	Post	Bd-exposed	Raca_1	7	0	1.333333333	161	200.1764706	4.910119695	24.92202624	0.5231	0.540442314	0.366811138	1.509456002	0.877588141	0.750828263	8	0.1085	0.081501702	-0.434531189	-0.050949575	-0.344101053	0.622266181	0.190324329	28.24357674	22.46010257	18.61255843
1788.mck761Post.10Raca.9	0	0	Raca	9	Post	Control	Raca_9	16	0		193	203.0434783	5.534695755	25.57334384				0.90917792	0.593826384	0.661950666	20	0.2892	0.001081141	-0.525542093	-0.021415722	-0.139566562	0.140804258	0.209113539	28.24357674	22.46010257	18.61255843
1788.mck740Post.9Control.Cricket	0	0	not		Post	Control	not applicable	14	0		280	321.1290323	5.835447477	32.3063562				1.057010295	0.946964467	0.623031258	19	0.1865	0.556295236	-0.43934837	0.428606292	-0.485182793	1.721407924	0.151868328	28.24357674	22.46010257	18.61255843
1788.mck118Pre.3Rapi.1	0	0	Rapi	1	Pre	Bd-exposed	Rapi_1	3	1		59	70.14285714	3.2542503	9.898345758	0.759	0.633471407	0.470298586	1.570063149	0.656480811	0.834948565	10	0.7816	-0.43406666	0.373228484	0.192358854	-0.159851118	-0.199064662	-0.09514258	28.24357674	22.46010257	18.61255843
1788.mck157Pre.4Raca.8	0	0	Raca	8	Pre	Control	Raca_8	4	0		133	193.2	3.698769897	23.33864956	0.6399	0.507900309	0.31673212	0.942173835	0.563804756	0.750994557	3	0.0129	0.218048309	-0.43455611	0.016945599	-0.555757354	0.628965519	0.076766145	28.24357674	22.46010257	18.61255843
1788.mck718Post.9Rapi.10	0	0	Rapi	10	Post	Control	Rapi_10	14	1		88	130.1666667	3.776790274	15.74044831	0.4118	0.452577657	0.257149597	1.00100711	0.802592264	0.602082597	10	0.2741	-0.364635713	-0.351471094	0.033320809	0.244282904	-0.530240343	0.066997852	28.24357674	22.46010257	18.61255843
1788.mck662Post.8Rapi.6	0	0	Rapi	6	Post	Control	Rapi_6	13	0		107	165.6666667	3.528323143	18.1534224	0.4401	0.524040007	0.22727561	1.539922496	0.911768287	1.014302299	11	0.366	-0.151582515	-0.17135871	-0.029619363	0.235256184	0.247351689	0.006841504	28.24357674	22.46010257	18.61255843
1788.mck377Post.3Buma.6	0	0	Rhma	6	Post	Bd-exposed	Rhma_6	8	1		83	125.75	2.822234806	11.6776444	0.8861	0.46430539	0.599917448	2.252714593	0.755897116	2.147573661	14	0.0544	-0.596616934	-0.167190433	0.280386962	-0.22433944	-0.104552438	-0.056316751	28.24357674	22.46010257	18.61255843
1788.mck743Post.9Control.Mold	0	0	not		Post	Control	not applicable	14	0		110	114.7727273	4.31101578	15.03924275				0.868679249	0.716806831	0.534014183	10	0.4048	0.002077147	-0.210658958	0.243208198	0.448194343	-0.173541812	-0.134535833	28.24357674	22.46010257	18.61255843
1788.mck199Pre.3Osse.7	0	0	Osse	7	Pre	Control	Osse_7	4	0		77	80.5	3.531835963	8.261426042	0.39	0.696212117	0.161308075	1.411949751	0.618841168	0.960647471	14	0.6345	0.37337432	0.6870642	0.022860288	0.443221521	-0.149576587	-0.145658373	28.24357674	22.46010257	18.61255843
1788.mck8Pre.1Raca.8	0	0	Raca	8	Pre	Control	Raca_8	1	0		63	76	2.224808443	8.132455637				0.872831156	1.044995773	0.955819829	11	0.1417	0.340349789	0.873101726	0.334952968	-0.457197821	-0.358246724	-0.154996268	28.24357674	22.46010257	18.61255843
1788.mck473Post.5Raca.3	0	0	Raca	3	Post	Bd-exposed	Raca_3	10	0	1.666666667	47	50	3.649668898	7.707942224	0.6092	0.561200249	0.271103994	1.346539605	0.926216094	0.883529509	11	0.7375	0.031957416	0.371717591	0.125159613	-0.080378055	-0.457617692	-0.038208765	28.24357674	22.46010257	18.61255843
1788.mck313Post.2Raca.5	0.333333333	1	Raca	5	Post	Bd-exposed	Raca_5	7	0	0.333333333	89	104.1666667	4.27675292	13.28113164	0.6755	0.738018958	0.359473173	1.104474645	0.775206719	0.931361429	11	0.093	-0.036219276	-0.117168727	0.123556759	-0.464528631	-0.02471125	0.413751388	28.24357674	22.46010257	18.61255843
1788.mck745Post.10Bubo.2	7.666666667	1	Anbo	2	Post	Bd-exposed	Anbo_2	15	0	7.666666667	58	80.75	2.583784528	10.1971501	0.1932	0.41764142	0.12178633	1.779434424	1.011758563	0.931917733	7	0.5662	-0.524582585	0.143656148	-0.018354872	0.156584074	-0.718774015	0.131259778	28.24357674	22.46010257	18.61255843
1788.mck805Post.10Control.Holtfreter	0	0	not		Post	Control	not applicable	16	0		23	23	3.906033258	5.738060469				0.880194864	0.769693549	0.556731315	4	0.1258	0.522546396	1.641461229	0.368331479	-1.029153281	0.161919816	0.375283928	28.24357674	22.46010257	18.61255843
1788.mck345Post.2Bubo.4	0	0	Anbo	4	Post	Bd-exposed	Anbo_4	7	0	9.333333333	84	101	4.197657184	12.42932515	0.6051	0.552064343	0.297486304	2.1812689	0.67353919	1.280856409	10	0.2416	0.037866648	0.327382454	-0.177680495	-0.039740561	-0.132584408	-0.042754362	28.24357674	22.46010257	18.61255843
1788.mck279Post.1Rapi.3	0	0	Rapi	3	Post	Bd-exposed	Rapi_3	6	0	0	73	90.76923077	2.524347566	12.68232685	0.2135	0.547546132	0.130536003	1.789442718	0.819050623	0.687634007	11	0.3297	-0.292335161	0.592839857	-0.007356551	0.297319446	-0.332425131	0.0029799	28.24357674	22.46010257	18.61255843
1788.mck783Post.10Rapi.10	0	0	Rapi	10	Post	Control	Rapi_10	16	1		128	154	4.795264467	22.64372214				1.317401762	0.769736598	0.735646237	12	0.0903	-0.143033139	-0.583563168	0.008684155	0.346817729	0.392093076	0.162907556	28.24357674	22.46010257	18.61255843
1788.mck100Pre.3Raca.4	0	0	Raca	4	Pre	Bd-exposed	Raca_4	3	0	1.333333333	63	76.125	3.148810294	10.54963535	0.7327	0.472475375	0.317483723	0.953207687	0.936969421	0.718723021	6	0.5103	0.274957288	0.20248778	0.17948	-0.426669599	0.127212044	-0.074214364	28.24357674	22.46010257	18.61255843
1788.mck634Post.7Conrol.Mold2	0	0	not		Post	Control	not applicable	12	0		79	104.3	3.709829302	11.21420789	0.9828	0.843661973	0.535659409	0.613205488	0.447244228	0.298342073	16	0.6026	0.39326599	0.110375545	0.195526278	0.337483196	-0.269366975	-0.269217445	28.24357674	22.46010257	18.61255843
1788.mck791Post.11Bubo.8	0	0	Anbo	8	Post	Control	Anbo_8	16	0		84	91.85714286	4.202525501	14.08430564	0.5154	0.458430129	0.378709561	0.867211251	0.787326314	0.632620317	8	0.0878	0.139766742	0.095691898	0.027357453	0.169256303	-0.106373193	0.014292571	28.24357674	22.46010257	18.61255843
1788.mck405Post.3Osse.1	0	0	Osse	1	Post	Bd-exposed	Osse_1	8	0	0	140	167.0666667	5.255012645	17.03519921	0.5459	0.540667073	0.23321147	0.979998812	0.728732068	0.592448462	19	0.3208	0.139271376	0.088772671	0.068809241	0.22786777	0.201713039	-0.090102073	28.24357674	22.46010257	18.61255843
1788.mck553Post.6Rapi.9	0	0	Rapi	9	Post	Bd-exposed	Rapi_9	11	1		56	60.2	2.870620569	10.36959806	0.4855	0.567111827	0.202604059	1.417780707	0.901487281	0.760604917	4	0.21	-0.178004869	0.237665903	-0.010954366	0.552511612	-0.755878917	-0.049288847	28.24357674	22.46010257	18.61255843
1788.mck614Post.7Bubo.2	4.333333333	1	Anbo	2	Post	Bd-exposed	Anbo_2	12	0	7.666666667	52	62	2.278184361	8.979420432	0.6285	0.631603797	0.419685516	2.680177733	0.843419089	1.440103084	7	0.6987	-0.412016513	0.242020427	0.248865809	0.196030916	-0.374192739	0.004425427	28.24357674	22.46010257	18.61255843
1788.mck47Pre.2Raca.4	0	0	Raca	4	Pre	Bd-exposed	Raca_4	2	0	1.333333333	72	93.85714286	3.486097175	12.11603208	0.6076	0.693227806	0.369512386	1.256362826	0.807841165	1.166066193	7	0.1383	0.047993718	-0.108962068	0.08440351	-0.381897064	-0.043013582	0.065364713	28.24357674	22.46010257	18.61255843
1788.mck263Post.1Raca.8	0	0	Raca	8	Post	Control	Raca_8	6	0		100	117	3.659740036	14.65346159	0.7339	0.540108355	0.352894261	1.299721578	0.779551625	0.925759578	11	0.5376	0.1657742	-0.053017137	0.023310242	-0.255171647	-0.13384847	0.081690665	28.24357674	22.46010257	18.61255843
1788.mck122Pre.3Rapi.5	0	0	Rapi	5	Pre	Bd-exposed	Rapi_5	3	1		92	138.2	3.741056151	14.9915044	0.4992	0.535969175	0.303016635	1.281196698	0.660412453	0.876925104	9	0.2512	-0.031017845	0.307660541	-0.0590872	0.270781855	0.219941943	-0.111724107	28.24357674	22.46010257	18.61255843
1788.mck214Pre.5Buma.2	0	0	Rhma	2	Pre	Bd-exposed	Rhma_2	5	0	3	92	103.7692308	2.406093536	14.886343	0.7026	0.471346771	0.493154459	1.081732296	0.91421593	1.788547787	12	0.0844	-0.462276448	-0.303222409	-0.47027814	-0.267895154	-0.339904341	0.039564501	28.24357674	22.46010257	18.61255843
1788.mck445Post.4Rapi.7	0	0	Rapi	7	Post	Control	Rapi_7	9	1		100	139.6666667	2.347286043	16.98347537	0.6547	0.605922573	0.222954256	1.780489569	0.929662092	0.674199798	6	0.6693	-0.405538577	-0.420856165	0.209083331	0.221770522	0.296040997	0.018163918	28.24357674	22.46010257	18.61255843
1788.mck500Post.5Rapi.9	0	0	Rapi	9	Post	Bd-exposed	Rapi_9	10	1		82	88	3.53089724	12.10531588	0.5194	0.704249725	0.236421762	1.365191793	0.674224678	0.886623074	16	0.3666	-0.24539364	0.066730738	-0.024634595	0.271429601	-0.388559926	0.011301824	28.24357674	22.46010257	18.61255843
1788.mck212Pre.5Raca.10	0	0	Raca	10	Pre	Control	Raca_10	5	0		139	165.4	4.350172451	23.56631096	0.4159	0.473728928	0.230587202	1.155632631	0.814339254	0.858085522	8	0.1018	0.120550145	-0.385211049	0.022672722	-0.454828774	0.496450056	0.230432326	28.24357674	22.46010257	18.61255843
1788.mck136Pre.3Bubo.7	0	0	Anbo	7	Pre	Control	Anbo_7	3	0		69	78	3.792718848	9.492170069	0.2407	0.362606006	0.104049192	1.029376569	0.602932709	0.647397207	9	0.4642	0.460268003	0.540742871	-0.05583044	-0.051509862	-0.108167861	-0.154825744	28.24357674	22.46010257	18.61255843
1788.mck679Post.8Osse.2	0	0	Osse	2	Post	Bd-exposed	Osse_2	13	0	0	135	143.0769231	4.056447529	20.41198626	0.8938	0.781236862	0.691567213	1.328422626	0.662138382	0.751148547	15	0.2407	-0.108639591	-0.410525457	-0.031246451	0.404872189	-0.502331713	-0.084460548	28.24357674	22.46010257	18.61255843
1788.mck698Post.9Buma.1	0	0	Rhma	1	Post	Control	Rhma_1	14	0		137	191.0909091	4.831670873	20.56995746	0.2628	0.295533698	0.117777395	1.508090199	0.627135219	0.699280771	10	0.2137	-0.198416718	-0.543712961	-0.069617728	-0.131759657	-0.114602894	0.052550479	28.24357674	22.46010257	18.61255843
1788.mck269Post.1Buma.4	2.666666667	1	Rhma	4	Post	Bd-exposed	Rhma_4	6	1		105	120.5454545	4.348375445	15.70923529	0.3151	0.324680559	0.113229045	0.754204224	0.610359587	0.448492237	14	0.1787	-0.137125866	-0.277391882	-0.26432218	-0.239554194	-0.148080165	-0.027039948	28.24357674	22.46010257	18.61255843
1788.mck333Post.2Rapi.4	0	0	Rapi	4	Post	Control	Rapi_4	7	0		87	102.1666667	3.325264237	13.67752227	0.4037	0.671486599	0.225493965	1.771562644	0.761458226	0.816594253	15	0.4392	-0.21076957	0.382339673	-0.036687911	0.273520024	0.276630472	-0.024139098	28.24357674	22.46010257	18.61255843
1788.mck434Post.4Buma.7	0	0	Rhma	7	Post	Control	Rhma_7	9	1		72	89.1	2.913612767	12.99617441	0.3262	0.480674679	0.235661428	1.961677076	1.272485001	1.184085577	7	0.1244	-0.460526453	-0.665900692	-0.18210776	-0.306037805	-0.30596864	0.025743299	28.24357674	22.46010257	18.61255843
1788.mck618Post.7Bubo.6	0.666666667	1	Anbo	6	Post	Bd-exposed	Anbo_6	12	0	3.666666667	57	68.14285714	1.735975785	8.993524739	0.3168	0.535540694	0.200465214	2.165779224	0.849577472	1.315037651	8	0.7993	0.579325118	0.477156152	0.20115468	0.167925346	-0.444904098	-0.242534861	28.24357674	22.46010257	18.61255843
1788.mck643Post.8Raca.8	0	0	Raca	8	Post	Control	Raca_8	13	0		131	166.875	3.055244314	22.78278269	0.5875	0.565148571	0.407848933	1.70294935	0.907239165	0.583117146	12	0.6633	-0.340100673	-0.338064667	0.172961646	-0.047573319	0.475321426	0.127682902	28.24357674	22.46010257	18.61255843
1788.mck535Post.6Buma.2	0	0	Rhma	2	Post	Bd-exposed	Rhma_2	11	0	3	113	119.1764706	3.697327458	15.92810589	0.2301	0.258584318	0.11249732	2.259048798	0.89128105	1.220123673	7	0.4242	-0.444474436	-0.416844202	0.049495922	0.007038808	-0.336012973	0.090082416	28.24357674	22.46010257	18.61255843
1788.mck723Post.9Bubo.3	0	0	Anbo	3	Post	Bd-exposed	Anbo_3	14	0	7	97	127.6	4.681725588	14.97647098	0.5953	0.394318041	0.366739514	1.232305115	0.82638105	0.864814584	12	0.2041	0.143703567	0.046523265	-0.098729146	0.177400888	-0.056044289	-0.004989434	28.24357674	22.46010257	18.61255843
