	shannon
1788.mck650Post.8Buma.5	3.323798478949451
1788.mck474Post.5Raca.4	4.187436608613948
1788.mck304Post.1Osse.6	4.251448306914592
1788.mck262Post.1Raca.7	3.4766816800740896
1788.mck695Post.9Raca.8	3.1737693154354933
1788.mck269Post.1Buma.4	4.348375445132773
1788.mck623Post.7Osse.1	3.5571715397378147
1788.mck682Post.8Osse.5	4.751245241158118
1788.mck414Post.3Osse.10	4.701622381343654
1788.mck699Post.9Buma.2	3.734438669120827
1788.mck292Post.1Bubo.4	3.9227839300108434
1788.mck114Pre.3Buma.8	5.029394130977037
1788.mck305Post.1Osse.7	4.6755605667268725
1788.mck760Post.10Raca.8	4.541906112751942
1788.mck475Post.5Raca.5	5.359827882531208
1788.mck592Post.7Buma.3	4.765578741236345
1788.mck241Pre.5Bubo.6	2.711231081819573
1788.mck747Post.10Bubo.4	2.7207647657362926
1788.mck498Post.5Rapi.7	3.128906893908243
1788.mck353Post.2Osse.2	3.074363246820457
1788.mck293Post.1Bubo.5	3.22979952458724
1788.mck276Post.1Buma.11	4.41340398062298
1788.mck33Pre.1Rapi.12	3.090849870083883
1788.mck98Pre.3Raca.2	3.7373682598491897
1788.mck263Post.1Raca.8	3.6597400363334565
1788.mck145Pre.2Osse.6	3.460550431645655
1788.mck743Post.9Control.Mold	4.311015779607066
1788.mck472Post.5Raca.2	4.191207677850153
1788.mck83Pre.2Bubo.7	3.4049830166472796
1788.mck548Post.6Rapi.4	3.0823458375372534
1788.mck761Post.10Raca.9	5.534695754782996
1788.mck446Post.4Rapi.8	2.79730040144428
1788.mck639Post.8Raca.4	3.959657526371805
1788.mck382Post.3Buma.11	4.3519050237069035
1788.mck124Pre.3Rapi.7	3.9136581710606144
1788.mck470Post.4Osse.10	4.620373785587635
1788.mck412Post.3Osse.8	4.701998967306685
1788.mck355Post.2Osse.4	3.8475513005153927
1788.mck749Post.10Bubo.6	3.3848078993961472
1788.mck252Pre.4Osse.7	4.556475599739946
1788.mck515Post.5Osse.2	4.8203353585149475
1788.mck594Post.7Buma.5	4.817983911370645
1788.mck741Post.9Control.SterileWater	3.5098895920962945
1788.mck499Post.5Rapi.8	2.990285916302349
1788.mck765Post.10Buma.3	4.9139218967018055
1788.mck549Post.6Rapi.5	3.664775916525255
1788.mck318Post.2Raca.10	4.002739428686746
1788.mck473Post.5Raca.3	3.6496688978610354
1788.mck413Post.3Osse.9	4.783875694674324
1788.mck447Post.4Rapi.9	4.208550902811052
1788.mck539Post.6Buma.6	4.901548599962173
1788.mck174Pre.4Rapi.4	2.9246724493164824
1788.mck31Pre.1Rapi.10	3.46199513181181
1788.mck627Post.7Osse.5	5.036125632743448
1788.mck21Pre.1Buma.11	3.934537579600139
1788.mck512Post.5Bubo.9	3.622795410006481
1788.mck40Pre.1Bubo.7	4.20625196709602
1788.mck139Pre.3Bubo.10	3.361676802203993
1788.mck653Post.8Buma.8	4.51526372400234
1788.mck300Post.1Osse.2	3.913210713106204
1788.mck213Pre.5Buma.1	3.4420189828572876
1788.mck596Post.7Buma.7	4.365373623189164
1788.mck20Pre.1Buma.10	4.031426625405649
1788.mck357Post.2Osse.6	3.965092154178118
1788.mck709Post.9Rapi.1	2.782765398783007
1788.mck36Pre.1Bubo.3	4.01106337902062
1788.mck626Post.7Osse.4	3.9768283311727695
1788.mck66Pre.2Rapi.2	3.605216609304559
1788.mck9Pre.1Raca.9	3.640219420231015
1788.mck79Pre.2Bubo.3	3.0580391982978075
1788.mck56Pre.2Buma.3	4.780559667742756
1788.mck14Pre.1Buma.4	4.158805088222361
1788.mck435Post.4Buma.8	4.498320502329361
1788.mck301Post.1Osse.3	1.364948168319753
1788.mck471Post.5Raca.1	4.367415966815085
1788.mck450Post.4Rapi.12	2.7534196901043537
1788.mck530Post.6Raca.7	2.206683907971482
1788.mck312Post.2Raca.4	3.3038022579102515
1788.mck203Pre.5Raca.1	3.3999262988908536
1788.mck283Post.1Rapi.7	3.212648994301873
1788.mck580Post.7Raca.1	3.843768252840526
1788.mck587Post.7Raca.8	4.652725935342756
1788.mck700Post.9Buma.3	3.7327123635597093
1788.mck562Post.6Bubo.6	2.603788625713733
1788.mck82Pre.2Bubo.6	3.654926604144335
1788.mck359Post.2Osse.8	3.2810907269634657
1788.mck165Pre.4Buma.6	4.436718556554668
1788.mck598Post.7Buma.9	3.9791271111490016
1788.mck788Post.11Bubo.5	4.741436801500568
1788.mck778Post.10Rapi.5	3.512770194000466
1788.mck99Pre.3Raca.3	3.93281286563325
1788.mck46Pre.2Raca.3	4.711486776575599
1788.mck397Post.3Bubo.3	2.6094833677003795
1788.mck495Post.5Rapi.4	3.102026503779931
1788.mck424Post.4Raca.7	2.9384626250947363
1788.mck282Post.1Rapi.6	3.7553718473359465
1788.mck97Pre.3Raca.1	3.082285412592676
1788.mck508Post.5Bubo.5	3.2175785364819465
1788.mck313Post.2Raca.5	4.276752920174301
1788.mck270Post.1Buma.5	5.370076559463753
1788.mck660Post.8Rapi.4	3.3337787608386806
1788.mck418Post.4Raca.1	3.675514101285712
1788.mck154Pre.4Raca.5	5.247152975888219
1788.mck563Post.6Bubo.7	3.39678226089535
1788.mck735Post.9Osse.6	3.5312006128582993
1788.mck649Post.8Buma.4	4.550240635747515
1788.mck396Post.3Bubo.2	3.0223163804011106
1788.mck642Post.8Raca.7	2.866890832014523
1788.mck721Post.9Bubo.1	2.526697703110266
1788.mck134Pre.3Bubo.5	3.610729419325854
1788.mck76Pre.2Rapi.12	4.047852732093333
1788.mck705Post.9Buma.8	3.8293840841194444
1788.mck560Post.6Bubo.4	3.487849381366719
1788.mck754Post.10Raca.2	3.0356279705731843
1788.mck281Post.1Rapi.5	3.0670803084085794
1788.mck582Post.7Raca.3	4.51868468938022
1788.mck439Post.4Rapi.1	1.6827338869608013
1788.mck540Post.6Buma.7	3.6472314933332153
1788.mck722Post.9Bubo.2	1.787019449660438
1788.mck75Pre.2Rapi.11	4.333880559019782
1788.mck395Post.3Bubo.1	2.7663157160481613
1788.mck409Post.3Osse.5	4.092128326630644
1788.mck497Post.5Rapi.6	1.7755852693504937
1788.mck175Pre.4Rapi.5	3.748072903228837
1788.mck553Post.6Rapi.9	2.8706205692823383
1788.mck773Post.10Buma.11	3.6486229977256217
1788.mck15Pre.1Buma.5	4.111326819513922
1788.mck577Post.6Control.Crickets	5.5031915536011
1788.mck561Post.6Bubo.5	2.515572770838683
1788.mck280Post.1Rapi.4	2.8645816295761604
1788.mck78Pre.2Bubo.2	3.8107881593572794
1788.mck8Pre.1Raca.8	2.224808442829937
1788.mck662Post.8Rapi.6	3.5283231429350312
1788.mck67Pre.2Rapi.3	4.101721927925991
1788.mck272Post.1Buma.7	3.136836822325878
1788.mck25Pre.1Rapi.4	3.2930267338595223
1788.mck64Pre.2Buma.11	4.894927946594941
1788.mck408Post.3Osse.4	3.9604967129850364
1788.mck723Post.9Bubo.3	4.681725587620518
1788.mck640Post.8Raca.5	3.071683449677083
1788.mck333Post.2Rapi.4	3.325264236945153
1788.mck74Pre.2Rapi.10	3.404422867619207
1788.mck552Post.6Rapi.8	3.5900099432651293
1788.mck364Post.3Raca.3	3.678046955719276
1788.mck491Post.5Buma.11	3.5853896237646166
1788.mck529Post.6Raca.6	3.544336734162031
1788.mck168Pre.4Buma.12	3.3384005613213774
1788.mck490Post.5Buma.10	4.395506070636639
1788.mck724Post.9Bubo.4	3.1210934991571673
1788.mck104Pre.3Raca.8	3.95780210226247
1788.mck541Post.6Buma.8	3.9294932274879937
1788.mck420Post.4Raca.3	3.736740870313753
1788.mck193Pre.3Osse.1	1.1777259060388074
1788.mck584Post.7Raca.5	4.3492699112555755
1788.mck717Post.9Rapi.9	3.6119058266755752
1788.mck704Post.9Buma.7	3.3403585801905646
1788.mck731Post.9Osse.2	6.511288155913749
1788.mck142Pre.2Osse.3	2.8941266280298477
1788.mck725Post.9Bubo.5	1.6989082137418314
1788.mck41Pre.1Bubo.8	4.361428701427684
1788.mck755Post.10Raca.3	3.305969788181034
1788.mck273Post.1Buma.8	3.757229348111258
1788.mck726Post.9Bubo.6	2.3899572087994145
1788.mck248Pre.4Osse.3	2.9354918843023725
1788.mck425Post.4Raca.8	4.370324854096021
1788.mck493Post.5Rapi.2	3.5833347893023455
1788.mck358Post.2Osse.7	4.47314493888273
1788.mck429Post.4Buma.2	3.4008377769951137
1788.mck158Pre.4Raca.11	4.484443659147739
1788.mck232Pre.5Rapi.9	4.8034688941846895
1788.mck62Pre.2Buma.10	5.2557733517469805
1788.mck798Post.10Osse.5	3.3699768917631134
1788.mck567Post.6Osse.1	3.7104501864991666
1788.mck479Post.5Raca.9	2.9379105943244714
1788.mck586Post.7Raca.7	3.8912789729150754
1788.mck643Post.8Raca.8	3.0552443144368575
1788.mck159Pre.4Raca.10	4.2516074801268395
1788.mck478Post.5Raca.8	3.500143865617907
1788.mck500Post.5Rapi.9	3.530897240482649
1788.mck211Pre.5Raca.12	4.169315417246344
1788.mck125Pre.3Rapi.8	2.9132914893034196
1788.mck246Pre.4Osse.1	4.064715586532143
